#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 180  33
# Band-Index:    1
   3.39324    -15.366900  0.452  0.022  0.036  0.008  0.000  0.000  0.000  0.000  0.000  0.516
   3.42209    -15.473701  0.454  0.020  0.036  0.006  0.000  0.000  0.000  0.000  0.000  0.516
   3.45095    -15.575651  0.456  0.018  0.036  0.006  0.000  0.000  0.000  0.000  0.000  0.516
   3.47981    -15.672743  0.456  0.016  0.036  0.006  0.000  0.000  0.000  0.000  0.000  0.514
   3.50866    -15.764956  0.458  0.014  0.036  0.004  0.000  0.000  0.000  0.000  0.000  0.514
   3.53752    -15.852274  0.460  0.014  0.036  0.004  0.000  0.000  0.000  0.000  0.000  0.514
   3.56637    -15.934673  0.460  0.012  0.036  0.004  0.000  0.000  0.000  0.000  0.000  0.512
   3.59523    -16.012154  0.462  0.010  0.036  0.004  0.000  0.000  0.000  0.000  0.000  0.512
   3.62408    -16.084682  0.464  0.008  0.036  0.004  0.000  0.000  0.000  0.000  0.000  0.512
   3.65294    -16.152260  0.464  0.008  0.036  0.002  0.000  0.000  0.000  0.000  0.000  0.512
   3.68179    -16.214863  0.466  0.006  0.036  0.002  0.000  0.000  0.000  0.000  0.000  0.510
   3.71065    -16.272508  0.466  0.006  0.036  0.002  0.000  0.000  0.000  0.000  0.000  0.510
   3.73950    -16.325169  0.468  0.004  0.036  0.002  0.000  0.000  0.000  0.000  0.000  0.510
   3.76836    -16.372847  0.468  0.004  0.036  0.002  0.000  0.000  0.000  0.000  0.000  0.510
   3.79721    -16.415507  0.470  0.002  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.510
   3.82607    -16.453168  0.470  0.002  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.510
   3.85492    -16.485817  0.470  0.002  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   3.88378    -16.513458  0.470  0.002  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   3.91263    -16.536071  0.472  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   3.94149    -16.553664  0.472  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   3.97034    -16.566231  0.472  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   3.99920    -16.573772  0.472  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
   4.02805    -16.576285  0.472  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.508
 
# Band-Index:    2
   4.02805     -6.812408  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.99920     -6.809992  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.97034     -6.802745  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.94149     -6.790670  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
   3.91263     -6.773721  0.274  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.000  0.422
