      #Energy        tdos
     -15.47657       0.00000
     -15.46257       0.00000
     -15.44857       0.00000
     -15.43357       0.00000
     -15.41957       0.00000
     -15.40557       0.00000
     -15.39157       0.00000
     -15.37657       0.00000
     -15.36257       0.00000
     -15.34857       0.00000
     -15.33457       0.00000
     -15.31957       0.00000
     -15.30557       0.00000
     -15.29157       0.00000
     -15.27757       0.00000
     -15.26357       0.00000
     -15.24857       0.00000
     -15.23457       0.00000
     -15.22057       0.00000
     -15.20657       0.00000
     -15.19157       0.00000
     -15.17757       0.00000
     -15.16357       0.00001
     -15.14957       0.00004
     -15.13457       0.00021
     -15.12057       0.00094
     -15.10657       0.00352
     -15.09257       0.01138
     -15.07757       0.03181
     -15.06357       0.07739
     -15.04957       0.16530
     -15.03557       0.31410
     -15.02057       0.53970
     -15.00657       0.85440
     -14.99257       1.26700
     -14.97857       1.78000
     -14.96457       2.39000
     -14.94957       3.08900
     -14.93557       3.89200
     -14.92157       4.83700
     -14.90757       5.96200
     -14.89257       7.25100
     -14.87857       8.61600
     -14.86457       9.93300
     -14.85057      11.11000
     -14.83557      12.16000
     -14.82157      13.13000
     -14.80757      14.10000
     -14.79357      15.11000
     -14.77857      16.21000
     -14.76457      17.45000
     -14.75057      18.88000
     -14.73657      20.39000
     -14.72157      21.66000
     -14.70757      22.24000
     -14.69357      21.86000
     -14.67957      20.59000
     -14.66557      18.90000
     -14.65057      17.35000
     -14.63657      16.37000
     -14.62257      16.05000
     -14.60857      16.12000
     -14.59357      16.16000
     -14.57957      15.71000
     -14.56557      14.53000
     -14.55157      12.63000
     -14.53657      10.32000
     -14.52257       8.14000
     -14.50857       6.66400
     -14.49457       6.31200
     -14.47957       7.16100
     -14.46557       8.90000
     -14.45157      10.94000
     -14.43757      12.67000
     -14.42257      13.68000
     -14.40857      13.87000
     -14.39457      13.39000
     -14.38057      12.49000
     -14.36657      11.41000
     -14.35157      10.37000
     -14.33757       9.54200
     -14.32357       9.02500
     -14.30957       8.78400
     -14.29457       8.68000
     -14.28057       8.54200
     -14.26657       8.25600
     -14.25257       7.84200
     -14.23757       7.44600
     -14.22357       7.23900
     -14.20957       7.28100
     -14.19557       7.45200
     -14.18057       7.52100
     -14.16657       7.31400
     -14.15257       6.86900
     -14.13857       6.47500
     -14.12357       6.54000
     -14.10957       7.33500
     -14.09557       8.77800
     -14.08157      10.41000
     -14.06757      11.64000
     -14.05257      12.06000
     -14.03857      11.68000
     -14.02457      10.84000
     -14.01057      10.02000
     -13.99557       9.59500
     -13.98157       9.75900
     -13.96757      10.43000
     -13.95357      11.29000
     -13.93857      11.91000
     -13.92457      11.97000
     -13.91057      11.37000
     -13.89657      10.30000
     -13.88157       9.15700
     -13.86757       8.34300
     -13.85357       8.05300
     -13.83957       8.13900
     -13.82457       8.20000
     -13.81057       7.85200
     -13.79657       7.01000
     -13.78257       5.95600
     -13.76857       5.14600
     -13.75357       4.91600
     -13.73957       5.27600
     -13.72557       5.93500
     -13.71157       6.50200
     -13.69657       6.70000
     -13.68257       6.48400
     -13.66857       6.00300
     -13.65457       5.48600
     -13.63957       5.11700
     -13.62557       4.94000
     -13.61157       4.84300
     -13.59757       4.61900
     -13.58257       4.10500
     -13.56857       3.29100
     -13.55457       2.33500
     -13.54057       1.45800
     -13.52557       0.83370
     -13.51157       0.55370
     -13.49757       0.67970
     -13.48357       1.31500
     -13.46957       2.59800
     -13.45457       4.59700
     -13.44057       7.15300
     -13.42657       9.81400
     -13.41257      11.94000
     -13.39757      12.97000
     -13.38357      12.71000
     -13.36957      11.44000
     -13.35557       9.81000
     -13.34057       8.58600
     -13.32657       8.32400
     -13.31257       9.17300
     -13.29857      10.85000
     -13.28357      12.80000
     -13.26957      14.44000
     -13.25557      15.38000
     -13.24157      15.44000
     -13.22657      14.60000
     -13.21257      12.93000
     -13.19857      10.60000
     -13.18457       7.92600
     -13.17057       5.38600
     -13.15557       3.38800
     -13.14157       2.12400
     -13.12757       1.52900
     -13.11357       1.38000
     -13.09857       1.43800
     -13.08457       1.54700
     -13.07057       1.64900
     -13.05657       1.74600
     -13.04157       1.84700
     -13.02757       1.94200
     -13.01357       2.00800
     -12.99957       2.05200
     -12.98457       2.12200
     -12.97057       2.28100
     -12.95657       2.53600
     -12.94257       2.80300
     -12.92757       2.94400
     -12.91357       2.85300
     -12.89957       2.53500
     -12.88557       2.11900
     -12.87157       1.79300
     -12.85657       1.71300
     -12.84257       1.94100
     -12.82857       2.47900
     -12.81457       3.37300
     -12.79957       4.78100
     -12.78557       6.88700
     -12.77157       9.65100
     -12.75757      12.59000
     -12.74257      14.91000
     -12.72857      15.98000
     -12.71457      15.77000
     -12.70057      14.88000
     -12.68557      13.98000
     -12.67157      13.30000
     -12.65757      12.61000
     -12.64357      11.59000
     -12.62857      10.19000
     -12.61457       8.60300
     -12.60057       7.12800
     -12.58657       5.97100
     -12.57157       5.19900
     -12.55757       4.78400
     -12.54357       4.65500
     -12.52957       4.73200
     -12.51557       4.91000
     -12.50057       5.04600
     -12.48657       4.97300
     -12.47257       4.57700
     -12.45857       3.89000
     -12.44357       3.12700
     -12.42957       2.62100
     -12.41557       2.67100
     -12.40157       3.37200
     -12.38657       4.51300
     -12.37257       5.61900
     -12.35857       6.17000
     -12.34457       5.88600
     -12.32957       4.89800
     -12.31557       3.64600
     -12.30157       2.60800
     -12.28757       2.05500
     -12.27257       1.97400
     -12.25857       2.16900
     -12.24457       2.41100
     -12.23057       2.56400
     -12.21657       2.62600
     -12.20157       2.70600
     -12.18757       2.95300
     -12.17357       3.49200
     -12.15957       4.35300
     -12.14457       5.44400
     -12.13057       6.58900
     -12.11657       7.63600
     -12.10257       8.55200
     -12.08757       9.44300
     -12.07357      10.44000
     -12.05957      11.56000
     -12.04557      12.71000
     -12.03057      13.75000
     -12.01657      14.59000
     -12.00257      15.15000
     -11.98857      15.27000
     -11.97357      14.69000
     -11.95957      13.26000
     -11.94557      11.10000
     -11.93157       8.62500
     -11.91757       6.38300
     -11.90257       4.84800
     -11.88857       4.22800
     -11.87457       4.44300
     -11.86057       5.23100
     -11.84557       6.29000
     -11.83157       7.34300
     -11.81757       8.14900
     -11.80357       8.50700
     -11.78857       8.30000
     -11.77457       7.54200
     -11.76057       6.36400
     -11.74657       4.96900
     -11.73157       3.58000
     -11.71757       2.41800
     -11.70357       1.68600
     -11.68957       1.55000
     -11.67457       2.13000
     -11.66057       3.44900
     -11.64657       5.37100
     -11.63257       7.57200
     -11.61857       9.62000
     -11.60357      11.14000
     -11.58957      11.93000
     -11.57557      12.00000
     -11.56157      11.43000
     -11.54657      10.37000
     -11.53257       9.05500
     -11.51857       7.78800
     -11.50457       6.82700
     -11.48957       6.25400
     -11.47557       5.95500
     -11.46157       5.74200
     -11.44757       5.50100
     -11.43257       5.23200
     -11.41857       4.99100
     -11.40457       4.81300
     -11.39057       4.69600
     -11.37557       4.62200
     -11.36157       4.57800
     -11.34757       4.55100
     -11.33357       4.53100
     -11.31957       4.51600
     -11.30457       4.51900
     -11.29057       4.54800
     -11.27657       4.59000
     -11.26257       4.62000
     -11.24757       4.61900
     -11.23357       4.58800
     -11.21957       4.54700
     -11.20557       4.53200
     -11.19057       4.57400
     -11.17657       4.66500
     -11.16257       4.72900
     -11.14857       4.64700
     -11.13357       4.33800
     -11.11957       3.84100
     -11.10557       3.33600
     -11.09157       3.07600
     -11.07657       3.27200
     -11.06257       3.97700
     -11.04857       5.01500
     -11.03457       6.00000
     -11.02057       6.48300
     -11.00557       6.18300
     -10.99157       5.15300
     -10.97757       3.74200
     -10.96357       2.39700
     -10.94857       1.46100
     -10.93457       1.10700
     -10.92057       1.38400
     -10.90657       2.25800
     -10.89157       3.56600
     -10.87757       4.95500
     -10.86357       5.94100
     -10.84957       6.13100
     -10.83457       5.45300
     -10.82057       4.20100
     -10.80657       2.84000
     -10.79257       1.73900
     -10.77757       1.03300
     -10.76357       0.66130
     -10.74957       0.49050
     -10.73557       0.41240
     -10.72157       0.37090
     -10.70657       0.35200
     -10.69257       0.37190
     -10.67857       0.48200
     -10.66457       0.78950
     -10.64957       1.46600
     -10.63557       2.70700
     -10.62157       4.60900
     -10.60757       7.01600
     -10.59257       9.44700
     -10.57857      11.21000
     -10.56457      11.72000
     -10.55057      10.81000
     -10.53557       8.85500
     -10.52157       6.61000
     -10.50757       4.91900
     -10.49357       4.40400
     -10.47857       5.27300
     -10.46457       7.25000
     -10.45057       9.62400
     -10.43657      11.48000
     -10.42257      12.08000
     -10.40757      11.25000
     -10.39357       9.41700
     -10.37957       7.30500
     -10.36557       5.53200
     -10.35057       4.36100
     -10.33657       3.75700
     -10.32257       3.59200
     -10.30857       3.78700
     -10.29357       4.33600
     -10.27957       5.24400
     -10.26557       6.49300
     -10.25157       8.02700
     -10.23657       9.73200
     -10.22257      11.38000
     -10.20857      12.63000
     -10.19457      13.09000
     -10.17957      12.55000
     -10.16557      11.06000
     -10.15157       8.94100
     -10.13757       6.61300
     -10.12357       4.46300
     -10.10857       2.74400
     -10.09457       1.56200
     -10.08057       0.92900
     -10.06657       0.82580
     -10.05157       1.25300
     -10.03757       2.20300
     -10.02357       3.56200
     -10.00957       5.02600
      -9.99457       6.15800
      -9.98057       6.60800
      -9.96657       6.33400
      -9.95257       5.61500
      -9.93757       4.84200
      -9.92357       4.26600
      -9.90957       3.92600
      -9.89557       3.74100
      -9.88057       3.63300
      -9.86657       3.56900
      -9.85257       3.51800
      -9.83857       3.42900
      -9.82457       3.24900
      -9.80957       2.99700
      -9.79557       2.79300
      -9.78157       2.81700
      -9.76757       3.19800
      -9.75257       3.93400
      -9.73857       4.91900
      -9.72457       6.05800
      -9.71057       7.34500
      -9.69557       8.80700
      -9.68157      10.35000
      -9.66757      11.67000
      -9.65357      12.35000
      -9.63857      12.12000
      -9.62457      11.07000
      -9.61057       9.55700
      -9.59657       7.98300
      -9.58157       6.58500
      -9.56757       5.43700
      -9.55357       4.55800
      -9.53957       4.00900
      -9.52557       3.89200
      -9.51057       4.30200
      -9.49657       5.25300
      -9.48257       6.61800
      -9.46857       8.13200
      -9.45357       9.46000
      -9.43957      10.30000
      -9.42557      10.45000
      -9.41157       9.80700
      -9.39657       8.45600
      -9.38257       6.69800
      -9.36857       5.02600
      -9.35457       3.96800
      -9.33957       3.88600
      -9.32557       4.83200
      -9.31157       6.51500
      -9.29757       8.40000
      -9.28257       9.89000
      -9.26857      10.52000
      -9.25457      10.09000
      -9.24057       8.69800
      -9.22657       6.70700
      -9.21157       4.59200
      -9.19757       2.77300
      -9.18357       1.47400
      -9.16957       0.71660
      -9.15457       0.40340
      -9.14057       0.44180
      -9.12657       0.80220
      -9.11257       1.49500
      -9.09757       2.49400
      -9.08357       3.65900
      -9.06957       4.72900
      -9.05557       5.40700
      -9.04057       5.48600
      -9.02657       4.95200
      -9.01257       4.00500
      -8.99857       2.99100
      -8.98357       2.28000
      -8.96957       2.15300
      -8.95557       2.70400
      -8.94157       3.78600
      -8.92757       5.01100
      -8.91257       5.87600
      -8.89857       5.99200
      -8.88457       5.28600
      -8.87057       4.02900
      -8.85557       2.65100
      -8.84157       1.50400
      -8.82757       0.73550
      -8.81357       0.30970
      -8.79857       0.11210
      -8.78457       0.03489
      -8.77057       0.00933
      -8.75657       0.00217
      -8.74157       0.00061
      -8.72757       0.00087
      -8.71357       0.00298
      -8.69957       0.00955
      -8.68457       0.02678
      -8.67057       0.06623
      -8.65657       0.14650
      -8.64257       0.29460
      -8.62857       0.54580
      -8.61357       0.94000
      -8.59957       1.50700
      -8.58557       2.24000
      -8.57157       3.07900
      -8.55657       3.93000
      -8.54257       4.71000
      -8.52857       5.40300
      -8.51457       6.04700
      -8.49957       6.68400
      -8.48557       7.32500
      -8.47157       7.95800
      -8.45757       8.58200
      -8.44257       9.20400
      -8.42857       9.79900
      -8.41457      10.32000
      -8.40057      10.75000
      -8.38557      11.22000
      -8.37157      11.96000
      -8.35757      13.26000
      -8.34357      15.27000
      -8.32957      17.85000
      -8.31457      20.49000
      -8.30057      22.51000
      -8.28657      23.48000
      -8.27257      23.69000
      -8.25757      24.10000
      -8.24357      25.66000
      -8.22957      28.49000
      -8.21557      31.54000
      -8.20057      33.18000
      -8.18657      32.30000
      -8.17257      29.08000
      -8.15857      24.82000
      -8.14357      21.00000
      -8.12957      18.38000
      -8.11557      16.63000
      -8.10157      14.88000
      -8.08657      12.56000
      -8.07257       9.90100
      -8.05857       7.75800
      -8.04457       7.01200
      -8.03057       7.94100
      -8.01557       9.97600
      -8.00157      11.93000
      -7.98757      12.61000
      -7.97357      11.51000
      -7.95857       9.01600
      -7.94457       6.12300
      -7.93057       3.81200
      -7.91657       2.68100
      -7.90157       2.93500
      -7.88757       4.50800
      -7.87357       7.09600
      -7.85957      10.12000
      -7.84457      12.83000
      -7.83057      14.73000
      -7.81657      15.86000
      -7.80257      16.70000
      -7.78757      17.73000
      -7.77357      18.87000
      -7.75957      19.56000
      -7.74557      19.33000
      -7.73157      18.29000
      -7.71657      17.15000
      -7.70257      16.56000
      -7.68857      16.56000
      -7.67457      16.44000
      -7.65957      15.34000
      -7.64557      12.93000
      -7.63157       9.61100
      -7.61757       6.23500
      -7.60257       3.51000
      -7.58857       1.71000
      -7.57457       0.72200
      -7.56057       0.27350
      -7.54557       0.13270
      -7.53157       0.20460
      -7.51757       0.56590
      -7.50357       1.47400
      -7.48857       3.31100
      -7.47457       6.36600
      -7.46057      10.48000
      -7.44657      14.78000
      -7.43257      17.90000
      -7.41757      18.69000
      -7.40357      17.08000
      -7.38957      14.18000
      -7.37557      11.69000
      -7.36057      10.88000
      -7.34657      11.90000
      -7.33257      13.94000
      -7.31857      15.94000
      -7.30357      17.26000
      -7.28957      17.81000
      -7.27557      17.68000
      -7.26157      16.79000
      -7.24657      15.00000
      -7.23257      12.49000
      -7.21857       9.82300
      -7.20457       7.56500
      -7.18957       5.95200
      -7.17557       4.85100
      -7.16157       4.03600
      -7.14757       3.39400
      -7.13357       2.93400
      -7.11857       2.66700
      -7.10457       2.52900
      -7.09057       2.39500
      -7.07657       2.16600
      -7.06157       1.83700
      -7.04757       1.49600
      -7.03357       1.26900
      -7.01957       1.23700
      -7.00457       1.41500
      -6.99057       1.75500
      -6.97657       2.17900
      -6.96257       2.57800
      -6.94757       2.82300
      -6.93357       2.81500
      -6.91957       2.56700
      -6.90557       2.22800
      -6.89057       2.01100
      -6.87657       2.06500
      -6.86257       2.38100
      -6.84857       2.80600
      -6.83457       3.13600
      -6.81957       3.22900
      -6.80557       3.08600
      -6.79157       2.83900
      -6.77757       2.66700
      -6.76257       2.69100
      -6.74857       2.91400
      -6.73457       3.23600
      -6.72057       3.51200
      -6.70557       3.63400
      -6.69157       3.56300
      -6.67757       3.34200
      -6.66357       3.07100
      -6.64857       2.89200
      -6.63457       2.94200
      -6.62057       3.28400
      -6.60657       3.84500
      -6.59157       4.44600
      -6.57757       4.88900
      -6.56357       5.05900
      -6.54957       4.93700
      -6.53557       4.58800
      -6.52057       4.12700
      -6.50657       3.72000
      -6.49257       3.55900
      -6.47857       3.80100
      -6.46357       4.51600
      -6.44957       5.65100
      -6.43557       7.08100
      -6.42157       8.69400
      -6.40657      10.49000
      -6.39257      12.60000
      -6.37857      15.18000
      -6.36457      18.22000
      -6.34957      21.44000
      -6.33557      24.31000
      -6.32157      26.19000
      -6.30757      26.58000
      -6.29257      25.42000
      -6.27857      23.13000
      -6.26457      20.51000
      -6.25057      18.37000
      -6.23657      17.15000
      -6.22157      16.85000
      -6.20757      17.25000
      -6.19357      18.38000
      -6.17957      20.57000
      -6.16457      24.18000
      -6.15057      29.01000
      -6.13657      34.00000
      -6.12257      37.49000
      -6.10757      38.07000
      -6.09357      35.37000
      -6.07957      30.29000
      -6.06557      24.47000
      -6.05057      19.48000
      -6.03657      16.13000
      -6.02257      14.55000
      -6.00857      14.48000
      -5.99357      15.72000
      -5.97957      17.96000
      -5.96557      20.58000
      -5.95157      22.60000
      -5.93757      23.13000
      -5.92257      22.06000
      -5.90857      20.17000
      -5.89457      18.55000
      -5.88057      17.83000
      -5.86557      17.82000
      -5.85157      17.80000
      -5.83757      17.25000
      -5.82357      16.14000
      -5.80857      14.87000
      -5.79457      13.82000
      -5.78057      13.02000
      -5.76657      12.30000
      -5.75157      11.59000
      -5.73757      11.17000
      -5.72357      11.45000
      -5.70957      12.53000
      -5.69457      13.95000
      -5.68057      14.90000
      -5.66657      14.68000
      -5.65257      13.21000
      -5.63857      10.91000
      -5.62357       8.45500
      -5.60957       6.30100
      -5.59557       4.58500
      -5.58157       3.23200
      -5.56657       2.15400
      -5.55257       1.33100
      -5.53857       0.77610
      -5.52457       0.47220
      -5.50957       0.36510
      -5.49557       0.40150
      -5.48157       0.56560
      -5.46757       0.87640
      -5.45257       1.34100
      -5.43857       1.89500
      -5.42457       2.39900
      -5.41057       2.69800
      -5.39557       2.72400
      -5.38157       2.54600
      -5.36757       2.33000
      -5.35357       2.24200
      -5.33957       2.37600
      -5.32457       2.73400
      -5.31057       3.25600
      -5.29657       3.86900
      -5.28257       4.52000
      -5.26757       5.19600
      -5.25357       5.89700
      -5.23957       6.58300
      -5.22557       7.14100
      -5.21057       7.44000
      -5.19657       7.44700
      -5.18257       7.28600
      -5.16857       7.18300
      -5.15357       7.33000
      -5.13957       7.79100
      -5.12557       8.46000
      -5.11157       9.10400
      -5.09657       9.47200
      -5.08257       9.42400
      -5.06857       9.00100
      -5.05457       8.37200
      -5.04057       7.74600
      -5.02557       7.30900
      -5.01157       7.20400
      -4.99757       7.47600
      -4.98357       8.00000
      -4.96857       8.49500
      -4.95457       8.66600
      -4.94057       8.39900
      -4.92657       7.81500
      -4.91157       7.14600
      -4.89757       6.58200
      -4.88357       6.22000
      -4.86957       6.08800
      -4.85457       6.14100
      -4.84057       6.24800
      -4.82657       6.21300
      -4.81257       5.88700
      -4.79757       5.28900
      -4.78357       4.60900
      -4.76957       4.10000
      -4.75557       3.93800
      -4.74157       4.15300
      -4.72657       4.65100
      -4.71257       5.26100
      -4.69857       5.79000
      -4.68457       6.07100
      -4.66957       6.03500
      -4.65557       5.74300
      -4.64157       5.37800
      -4.62757       5.16500
      -4.61257       5.27100
      -4.59857       5.74600
      -4.58457       6.50300
      -4.57057       7.35700
      -4.55557       8.08300
      -4.54157       8.48100
      -4.52757       8.44100
      -4.51357       7.99600
      -4.49857       7.32200
      -4.48457       6.67000
      -4.47057       6.25900
      -4.45657       6.16100
      -4.44257       6.27500
      -4.42757       6.39500
      -4.41357       6.35000
      -4.39957       6.12700
      -4.38557       5.89100
      -4.37057       5.88300
      -4.35657       6.25400
      -4.34257       6.96500
      -4.32857       7.79400
      -4.31357       8.45900
      -4.29957       8.75400
      -4.28557       8.63200
      -4.27157       8.17900
      -4.25657       7.55100
      -4.24257       6.91700
      -4.22857       6.42400
      -4.21457       6.15100
      -4.19957       6.06100
      -4.18557       6.01300
      -4.17157       5.85500
      -4.15757       5.54100
      -4.14357       5.14800
      -4.12857       4.77800
      -4.11457       4.46400
      -4.10057       4.17500
      -4.08657       3.91200
      -4.07157       3.75900
      -4.05757       3.84400
      -4.04357       4.24500
      -4.02957       4.93800
      -4.01457       5.79600
      -4.00057       6.64200
      -3.98657       7.29500
      -3.97257       7.64300
      -3.95757       7.68900
      -3.94357       7.57200
      -3.92957       7.47500
      -3.91557       7.49200
      -3.90057       7.53600
      -3.88657       7.39900
      -3.87257       6.93200
      -3.85857       6.18100
      -3.84457       5.37200
      -3.82957       4.75100
      -3.81557       4.42800
      -3.80157       4.33500
      -3.78757       4.31900
      -3.77257       4.26700
      -3.75857       4.17400
      -3.74457       4.10900
      -3.73057       4.15600
      -3.71557       4.36200
      -3.70157       4.72000
      -3.68757       5.17000
      -3.67357       5.62600
      -3.65857       6.01900
      -3.64457       6.35200
      -3.63057       6.69500
      -3.61657       7.11200
      -3.60157       7.56900
      -3.58757       7.91600
      -3.57357       7.97500
      -3.55957       7.68500
      -3.54557       7.17100
      -3.53057       6.68700
      -3.51657       6.48900
      -3.50257       6.70100
      -3.48857       7.25900
      -3.47357       7.92500
      -3.45957       8.40400
      -3.44557       8.48700
      -3.43157       8.14700
      -3.41657       7.52200
      -3.40257       6.82100
      -3.38857       6.23500
      -3.37457       5.92000
      -3.35957       5.98000
      -3.34557       6.43400
      -3.33157       7.15700
      -3.31757       7.87000
      -3.30257       8.25200
      -3.28857       8.10000
      -3.27457       7.43800
      -3.26057       6.48700
      -3.24657       5.54300
      -3.23157       4.85900
      -3.21757       4.60000
      -3.20357       4.84100
      -3.18957       5.56400
      -3.17457       6.63900
      -3.16057       7.81300
      -3.14657       8.78400
      -3.13257       9.34300
      -3.11757       9.47600
      -3.10357       9.34600
