#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS:  80  48
# Band-Index    1
   2.28333    -10.034597  0.720  0.006  0.002  0.022  0.000  0.002  0.000  0.000  0.002  0.752
   2.23908     -9.948605  0.727  0.006  0.002  0.020  0.000  0.002  0.000  0.000  0.002  0.759
   2.19483     -9.862588  0.736  0.006  0.002  0.018  0.000  0.002  0.000  0.000  0.002  0.767
   2.15058     -9.778568  0.744  0.006  0.000  0.016  0.000  0.004  0.000  0.000  0.002  0.774
   2.10632     -9.698398  0.753  0.007  0.000  0.014  0.000  0.004  0.000  0.000  0.002  0.781
   2.06207     -9.623814  0.761  0.008  0.000  0.012  0.000  0.004  0.000  0.000  0.002  0.788
   2.01782     -9.556365  0.767  0.008  0.000  0.008  0.000  0.006  0.000  0.000  0.002  0.793
   1.97357     -9.497387  0.773  0.010  0.000  0.006  0.000  0.006  0.000  0.000  0.003  0.799
   1.92932     -9.447963  0.778  0.010  0.000  0.004  0.000  0.006  0.000  0.000  0.004  0.803
   1.88507     -9.408870  0.782  0.012  0.000  0.002  0.000  0.006  0.000  0.000  0.004  0.807
   1.84082     -9.380645  0.785  0.012  0.000  0.002  0.000  0.006  0.000  0.000  0.004  0.809
   1.79656     -9.363600  0.787  0.012  0.000  0.000  0.000  0.008  0.000  0.000  0.004  0.810
   1.75231     -9.357901  0.788  0.012  0.000  0.000  0.000  0.008  0.000  0.000  0.004  0.810
   1.75231     -9.357901  0.788  0.012  0.000  0.000  0.000  0.008  0.000  0.000  0.004  0.810
   1.70190     -9.344391  0.788  0.012  0.000  0.000  0.000  0.008  0.000  0.000  0.004  0.811
   1.65149     -9.305336  0.790  0.012  0.000  0.000  0.000  0.006  0.000  0.000  0.004  0.813
   1.60108     -9.244266  0.793  0.012  0.000  0.000  0.000  0.006  0.000  0.000  0.004  0.815
   1.55068     -9.165070  0.796  0.012  0.000  0.000  0.000  0.006  0.000  0.000  0.004  0.818
   1.50027     -9.070873  0.799  0.011  0.002  0.000  0.000  0.006  0.000  0.000  0.002  0.821
   1.44986     -8.963725  0.803  0.011  0.002  0.000  0.000  0.006  0.000  0.000  0.002  0.824
   1.39945     -8.844949  0.806  0.011  0.003  0.000  0.000  0.004  0.000  0.000  0.002  0.828
   1.34904     -8.715570  0.809  0.012  0.004  0.000  0.000  0.004  0.000  0.000  0.002  0.832
   1.29863     -8.576648  0.814  0.012  0.005  0.000  0.000  0.004  0.000  0.000  0.002  0.837
   1.24822     -8.429503  0.820  0.012  0.005  0.000  0.000  0.002  0.000  0.000  0.002  0.842
   1.19781     -8.276093  0.826  0.012  0.006  0.000  0.000  0.002  0.000  0.000  0.002  0.848
   1.14740     -8.119108  0.835  0.011  0.007  0.000  0.000  0.002  0.000  0.000  0.000  0.855
   1.09699     -7.962269  0.845  0.010  0.007  0.000  0.000  0.002  0.000  0.000  0.000  0.864
   1.04658     -7.810478  0.856  0.008  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.873
   0.99617     -7.669918  0.869  0.006  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.882
   0.94576     -7.547987  0.882  0.004  0.005  0.000  0.000  0.000  0.000  0.000  0.000  0.891
   0.89535     -7.452765  0.892  0.002  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.899
   0.84494     -7.391848  0.900  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.905
   0.79454     -7.370853  0.902  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.906
   0.79454     -7.370853  0.902  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.906
   0.75272     -7.386770  0.900  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.904
   0.71090     -7.433965  0.894  0.000  0.006  0.000  0.000  0.000  0.000  0.000  0.000  0.900
   0.66908     -7.510688  0.882  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.892
   0.62726     -7.614241  0.868  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.880
   0.58545     -7.741316  0.850  0.000  0.016  0.000  0.000  0.000  0.000  0.000  0.000  0.868
   0.54363     -7.888253  0.832  0.000  0.020  0.000  0.000  0.000  0.000  0.000  0.000  0.854
   0.50181     -8.051283  0.814  0.000  0.024  0.000  0.000  0.000  0.000  0.000  0.000  0.840
   0.45999     -8.226585  0.796  0.000  0.028  0.000  0.000  0.000  0.000  0.000  0.000  0.826
   0.41818     -8.410482  0.778  0.000  0.030  0.000  0.000  0.000  0.000  0.000  0.000  0.810
   0.37636     -8.599414  0.762  0.000  0.034  0.000  0.000  0.000  0.000  0.000  0.000  0.796
   0.33454     -8.789848  0.746  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.782
   0.29272     -8.978119  0.730  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.768
   0.25091     -9.160359  0.716  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.754
   0.20909     -9.332172  0.704  0.000  0.038  0.000  0.000  0.000  0.000  0.000  0.000  0.742
   0.16727     -9.488315  0.694  0.000  0.038  0.000  0.000  0.000  0.000  0.000  0.000  0.730
   0.12545     -9.622430  0.684  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.720
   0.08364     -9.727053  0.676  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.712
   0.04182     -9.794241  0.670  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.706
   0.00000     -9.817490  0.668  0.000  0.036  0.000  0.000  0.000  0.000  0.000  0.000  0.704
 
# Band-Index   25
   0.00000     -1.669589  0.016  0.234  0.058  0.234  0.008  0.004  0.000  0.004  0.008  0.564
   0.04182     -1.692097  0.022  0.226  0.066  0.226  0.008  0.004  0.000  0.004  0.008  0.562
   0.08364     -1.747705  0.032  0.212  0.080  0.212  0.006  0.004  0.002  0.004  0.006  0.558
   0.12545     -1.818970  0.040  0.202  0.092  0.202  0.006  0.004  0.002  0.004  0.006  0.556
   0.16727     -1.896153  0.044  0.196  0.100  0.196  0.006  0.004  0.002  0.004  0.006  0.556
   0.20909     -1.975063  0.046  0.192  0.106  0.192  0.006  0.002  0.002  0.002  0.006  0.554
   0.25091     -2.053600  0.048  0.190  0.112  0.190  0.004  0.002  0.002  0.002  0.004  0.554
   0.29272     -2.130597  0.048  0.188  0.118  0.188  0.004  0.002  0.002  0.002  0.004  0.554
   0.33454     -2.205525  0.046  0.186  0.124  0.186  0.004  0.002  0.002  0.002  0.004  0.554
   0.37636     -2.277959  0.044  0.184  0.130  0.184  0.004  0.002  0.002  0.002  0.004  0.554
   0.41818     -2.347574  0.042  0.182  0.136  0.182  0.002  0.002  0.002  0.002  0.002  0.552
   0.45999     -2.413962  0.038  0.180  0.144  0.180  0.002  0.002  0.002  0.002  0.002  0.550
   0.50181     -2.476604  0.032  0.178  0.152  0.178  0.002  0.002  0.002  0.002  0.002  0.548
   0.54363     -2.534757  0.028  0.176  0.160  0.176  0.002  0.000  0.002  0.000  0.002  0.546
   0.58545     -2.587570  0.022  0.174  0.168  0.174  0.002  0.000  0.002  0.000  0.002  0.544
   0.62726     -2.633654  0.016  0.172  0.176  0.172  0.002  0.000  0.002  0.000  0.002  0.540
   0.66908     -2.671653  0.010  0.170  0.184  0.170  0.002  0.000  0.002  0.000  0.002  0.538
   0.71090     -2.700060  0.004  0.168  0.190  0.168  0.002  0.000  0.000  0.000  0.002  0.536
   0.75272     -2.717750  0.002  0.168  0.194  0.168  0.002  0.000  0.000  0.000  0.002  0.534
   0.79454     -2.723853  0.000  0.168  0.194  0.168  0.000  0.000  0.000  0.000  0.000  0.534
   0.79454     -2.723853  0.000  0.168  0.194  0.168  0.000  0.000  0.000  0.000  0.000  0.534
   0.84494     -2.718272  0.002  0.165  0.194  0.169  0.002  0.000  0.001  0.000  0.001  0.534
   0.89535     -2.706253  0.004  0.157  0.192  0.176  0.002  0.000  0.001  0.000  0.001  0.534
   0.94576     -2.699363  0.006  0.149  0.189  0.185  0.002  0.001  0.001  0.000  0.001  0.534
   0.99617     -2.710173  0.008  0.139  0.186  0.193  0.002  0.001  0.001  0.000  0.001  0.531
   1.04658     -2.746444  0.008  0.131  0.183  0.198  0.002  0.001  0.001  0.000  0.001  0.526
   1.09699     -2.809202  0.008  0.125  0.180  0.198  0.002  0.001  0.002  0.000  0.001  0.519
   1.14740     -2.894637  0.007  0.123  0.179  0.196  0.002  0.001  0.002  0.000  0.001  0.511
   1.19781     -2.997290  0.006  0.124  0.178  0.189  0.002  0.001  0.002  0.000  0.001  0.503
   1.24822     -3.112366  0.006  0.126  0.178  0.179  0.002  0.001  0.002  0.000  0.001  0.494
   1.29863     -3.237625  0.005  0.133  0.177  0.164  0.001  0.001  0.002  0.000  0.002  0.486
   1.34904     -3.375739  0.007  0.148  0.174  0.140  0.000  0.001  0.002  0.000  0.003  0.476
   1.39945     -3.538875  0.013  0.175  0.168  0.100  0.000  0.002  0.001  0.000  0.003  0.461
   1.44986     -3.746051  0.021  0.209  0.154  0.053  0.000  0.002  0.000  0.000  0.003  0.443
   1.50027     -3.991778  0.026  0.230  0.141  0.023  0.000  0.002  0.000  0.000  0.003  0.427
   1.55068     -4.238284  0.027  0.239  0.133  0.011  0.000  0.002  0.000  0.000  0.002  0.415
   1.60108     -4.452952  0.024  0.241  0.130  0.007  0.000  0.002  0.000  0.000  0.001  0.406
   1.65149     -4.616945  0.022  0.241  0.128  0.005  0.000  0.000  0.000  0.000  0.000  0.398
   1.70190     -4.719379  0.019  0.241  0.127  0.005  0.000  0.000  0.000  0.000  0.000  0.394
   1.75231     -4.754189  0.018  0.242  0.128  0.004  0.000  0.000  0.000  0.000  0.000  0.392
   1.75231     -4.754189  0.018  0.242  0.128  0.004  0.000  0.000  0.000  0.000  0.000  0.392
   1.79656     -4.743331  0.018  0.242  0.127  0.005  0.000  0.000  0.000  0.000  0.000  0.393
   1.84082     -4.710664  0.018  0.242  0.127  0.007  0.000  0.000  0.000  0.000  0.000  0.393
   1.88507     -4.656004  0.017  0.243  0.125  0.010  0.000  0.000  0.000  0.000  0.000  0.396
   1.92932     -4.579115  0.016  0.244  0.124  0.013  0.000  0.000  0.000  0.000  0.000  0.398
   1.97357     -4.479895  0.016  0.244  0.121  0.018  0.000  0.001  0.000  0.000  0.001  0.403
   2.01782     -4.358464  0.015  0.246  0.118  0.024  0.000  0.002  0.000  0.000  0.001  0.407
   2.06207     -4.215287  0.016  0.247  0.116  0.030  0.000  0.002  0.000  0.001  0.002  0.414
   2.10632     -4.051253  0.018  0.247  0.114  0.037  0.001  0.003  0.000  0.002  0.002  0.422
   2.15058     -3.867756  0.019  0.248  0.110  0.044  0.002  0.003  0.000  0.002  0.002  0.430
   2.19483     -3.666670  0.022  0.247  0.107  0.053  0.002  0.004  0.000  0.002  0.002  0.439
   2.23908     -3.450486  0.026  0.246  0.104  0.063  0.002  0.005  0.000  0.002  0.002  0.449
   2.28333     -3.222367  0.028  0.243  0.101  0.075  0.002  0.005  0.000  0.002  0.003  0.461
   2.32758     -2.986324  0.032  0.239  0.098  0.089  0.003  0.007  0.000  0.003  0.003  0.474
   2.37183     -2.747332  0.035  0.232  0.098  0.105  0.003  0.007  0.000  0.003  0.002  0.486
   2.41609     -2.511461  0.037  0.223  0.097  0.122  0.003  0.008  0.000  0.003  0.002  0.498
   2.46034     -2.286121  0.040  0.213  0.102  0.139  0.003  0.009  0.000  0.004  0.002  0.511
   2.50459     -2.080550  0.041  0.204  0.108  0.151  0.003  0.008  0.001  0.005  0.002  0.523
   2.54884     -1.907337  0.041  0.199  0.118  0.156  0.003  0.009  0.001  0.005  0.002  0.532
   2.59309     -1.791819  0.026  0.282  0.086  0.132  0.002  0.012  0.000  0.006  0.002  0.546
   2.59309     -1.791819  0.026  0.282  0.086  0.132  0.002  0.012  0.000  0.006  0.002  0.546
   2.63734     -1.869094  0.041  0.191  0.135  0.152  0.002  0.007  0.002  0.006  0.002  0.538
   2.68159     -1.950992  0.043  0.183  0.141  0.152  0.003  0.007  0.002  0.005  0.002  0.537
   2.72585     -2.029306  0.044  0.180  0.145  0.151  0.003  0.007  0.002  0.005  0.002  0.538
   2.77010     -2.103611  0.043  0.177  0.148  0.152  0.003  0.006  0.002  0.005  0.002  0.537
   2.81435     -2.173782  0.042  0.176  0.152  0.152  0.003  0.005  0.002  0.004  0.001  0.538
   2.85860     -2.239817  0.041  0.175  0.157  0.151  0.003  0.005  0.001  0.004  0.001  0.539
   2.90285     -2.301818  0.039  0.173  0.160  0.152  0.002  0.004  0.001  0.004  0.001  0.538
   2.94710     -2.359992  0.038  0.172  0.165  0.152  0.002  0.004  0.001  0.003  0.001  0.539
   2.99135     -2.414480  0.035  0.172  0.169  0.153  0.002  0.004  0.001  0.003  0.001  0.540
   3.03561     -2.465434  0.032  0.171  0.173  0.154  0.002  0.003  0.001  0.003  0.001  0.540
   3.07986     -2.512915  0.028  0.170  0.177  0.156  0.002  0.002  0.001  0.002  0.001  0.539
   3.12411     -2.556832  0.024  0.170  0.180  0.157  0.002  0.002  0.001  0.002  0.001  0.540
   3.16836     -2.596978  0.019  0.168  0.184  0.159  0.001  0.002  0.001  0.001  0.001  0.538
   3.21261     -2.632889  0.015  0.169  0.187  0.161  0.001  0.002  0.001  0.001  0.001  0.538
   3.25686     -2.663930  0.010  0.168  0.190  0.162  0.001  0.001  0.001  0.001  0.001  0.537
   3.30112     -2.689289  0.006  0.167  0.192  0.164  0.001  0.000  0.001  0.000  0.001  0.535
   3.34537     -2.708205  0.003  0.167  0.194  0.166  0.001  0.000  0.001  0.000  0.001  0.535
   3.38962     -2.719906  0.000  0.167  0.195  0.167  0.001  0.000  0.000  0.000  0.001  0.534
   3.43387     -2.723853  0.000  0.168  0.194  0.168  0.000  0.000  0.000  0.000  0.000  0.534
 
# Band-Index   26
   3.43387     -2.723853  0.000  0.168  0.194  0.168  0.000  0.000  0.000  0.000  0.000  0.534
   3.38962     -2.719906  0.000  0.167  0.195  0.167  0.001  0.000  0.000  0.000  0.001  0.534
   3.34537     -2.708205  0.003  0.167  0.194  0.166  0.001  0.000  0.001  0.000  0.001  0.535
   3.30112     -2.689289  0.006  0.167  0.192  0.164  0.001  0.000  0.001  0.000  0.001  0.535
   3.25686     -2.663930  0.010  0.168  0.190  0.162  0.001  0.001  0.001  0.001  0.001  0.537
   3.21261     -2.632889  0.015  0.169  0.187  0.161  0.001  0.002  0.001  0.001  0.001  0.538
   3.16836     -2.596978  0.019  0.168  0.184  0.159  0.001  0.002  0.001  0.001  0.001  0.538
   3.12411     -2.556832  0.024  0.170  0.180  0.157  0.002  0.002  0.001  0.002  0.001  0.540
   3.07986     -2.512915  0.028  0.170  0.177  0.156  0.002  0.002  0.001  0.002  0.001  0.539
   3.03561     -2.465434  0.032  0.171  0.173  0.154  0.002  0.003  0.001  0.003  0.001  0.540
   2.99135     -2.414480  0.035  0.172  0.169  0.153  0.002  0.004  0.001  0.003  0.001  0.540
   2.94710     -2.359992  0.038  0.172  0.165  0.152  0.002  0.004  0.001  0.003  0.001  0.539
   2.90285     -2.301818  0.039  0.173  0.160  0.152  0.002  0.004  0.001  0.004  0.001  0.538
   2.85860     -2.239817  0.041  0.175  0.157  0.151  0.003  0.005  0.001  0.004  0.001  0.539
   2.81435     -2.173782  0.042  0.176  0.152  0.152  0.003  0.005  0.002  0.004  0.001  0.538
   2.77010     -2.103611  0.043  0.177  0.148  0.152  0.003  0.006  0.002  0.005  0.002  0.537
   2.72585     -2.029306  0.044  0.180  0.145  0.151  0.003  0.007  0.002  0.005  0.002  0.538
   2.68159     -1.950992  0.043  0.183  0.141  0.152  0.003  0.007  0.002  0.005  0.002  0.537
   2.63734     -1.869094  0.041  0.191  0.135  0.152  0.002  0.007  0.002  0.006  0.002  0.538
   2.59309     -1.791819  0.026  0.282  0.086  0.132  0.002  0.012  0.000  0.006  0.002  0.546
   2.59309     -1.791819  0.026  0.282  0.086  0.132  0.002  0.012  0.000  0.006  0.002  0.546
   2.54884     -1.907337  0.041  0.199  0.118  0.156  0.003  0.009  0.001  0.005  0.002  0.532
   2.50459     -2.080550  0.041  0.204  0.108  0.151  0.003  0.008  0.001  0.005  0.002  0.523
   2.46034     -2.286121  0.040  0.213  0.102  0.139  0.003  0.009  0.000  0.004  0.002  0.511
   2.41609     -2.511461  0.037  0.223  0.097  0.122  0.003  0.008  0.000  0.003  0.002  0.498
   2.37183     -2.747332  0.035  0.232  0.098  0.105  0.003  0.007  0.000  0.003  0.002  0.486
   2.32758     -2.986324  0.032  0.239  0.098  0.089  0.003  0.007  0.000  0.003  0.003  0.474
   2.28333     -3.222367  0.028  0.243  0.101  0.075  0.002  0.005  0.000  0.002  0.003  0.461
   2.23908     -3.450486  0.026  0.246  0.104  0.063  0.002  0.005  0.000  0.002  0.002  0.449
   2.19483     -3.666670  0.022  0.247  0.107  0.053  0.002  0.004  0.000  0.002  0.002  0.439
   2.15058     -3.867756  0.019  0.248  0.110  0.044  0.002  0.003  0.000  0.002  0.002  0.430
   2.10632     -4.051253  0.018  0.247  0.114  0.037  0.001  0.003  0.000  0.002  0.002  0.422
   2.06207     -4.215287  0.016  0.247  0.116  0.030  0.000  0.002  0.000  0.001  0.002  0.414
   2.01782     -4.358464  0.015  0.246  0.118  0.024  0.000  0.002  0.000  0.000  0.001  0.407
   1.97357     -4.479895  0.016  0.244  0.121  0.018  0.000  0.001  0.000  0.000  0.001  0.403
   1.92932     -4.579115  0.016  0.244  0.124  0.013  0.000  0.000  0.000  0.000  0.000  0.398
   1.88507     -4.656004  0.017  0.243  0.125  0.010  0.000  0.000  0.000  0.000  0.000  0.396
   1.84082     -4.710664  0.018  0.242  0.127  0.007  0.000  0.000  0.000  0.000  0.000  0.393
   1.79656     -4.743331  0.018  0.242  0.127  0.005  0.000  0.000  0.000  0.000  0.000  0.393
   1.75231     -4.754189  0.018  0.242  0.128  0.004  0.000  0.000  0.000  0.000  0.000  0.392
   1.75231     -4.754189  0.018  0.242  0.128  0.004  0.000  0.000  0.000  0.000  0.000  0.392
   1.70190     -4.719379  0.019  0.241  0.127  0.005  0.000  0.000  0.000  0.000  0.000  0.394
   1.65149     -4.616945  0.022  0.241  0.128  0.005  0.000  0.000  0.000  0.000  0.000  0.398
   1.60108     -4.452952  0.024  0.241  0.130  0.007  0.000  0.002  0.000  0.000  0.001  0.406
   1.55068     -4.238284  0.027  0.239  0.133  0.011  0.000  0.002  0.000  0.000  0.002  0.415
   1.50027     -3.991778  0.026  0.230  0.141  0.023  0.000  0.002  0.000  0.000  0.003  0.427
   1.44986     -3.746051  0.021  0.209  0.154  0.053  0.000  0.002  0.000  0.000  0.003  0.443
   1.39945     -3.538875  0.013  0.175  0.168  0.100  0.000  0.002  0.001  0.000  0.003  0.461
   1.34904     -3.375739  0.007  0.148  0.174  0.140  0.000  0.001  0.002  0.000  0.003  0.476
   1.29863     -3.237625  0.005  0.133  0.177  0.164  0.001  0.001  0.002  0.000  0.002  0.486
   1.24822     -3.112366  0.006  0.126  0.178  0.179  0.002  0.001  0.002  0.000  0.001  0.494
   1.19781     -2.997290  0.006  0.124  0.178  0.189  0.002  0.001  0.002  0.000  0.001  0.503
   1.14740     -2.894637  0.007  0.123  0.179  0.196  0.002  0.001  0.002  0.000  0.001  0.511
   1.09699     -2.809202  0.008  0.125  0.180  0.198  0.002  0.001  0.002  0.000  0.001  0.519
   1.04658     -2.746444  0.008  0.131  0.183  0.198  0.002  0.001  0.001  0.000  0.001  0.526
   0.99617     -2.710173  0.008  0.139  0.186  0.193  0.002  0.001  0.001  0.000  0.001  0.531
   0.94576     -2.699363  0.006  0.149  0.189  0.185  0.002  0.001  0.001  0.000  0.001  0.534
   0.89535     -2.706253  0.004  0.157  0.192  0.176  0.002  0.000  0.001  0.000  0.001  0.534
   0.84494     -2.718272  0.002  0.165  0.194  0.169  0.002  0.000  0.001  0.000  0.001  0.534
   0.79454     -2.723853  0.000  0.168  0.194  0.168  0.000  0.000  0.000  0.000  0.000  0.534
   0.79454     -2.723853  0.000  0.168  0.194  0.168  0.000  0.000  0.000  0.000  0.000  0.534
   0.75272     -2.717750  0.002  0.168  0.194  0.168  0.002  0.000  0.000  0.000  0.002  0.534
   0.71090     -2.700060  0.004  0.168  0.190  0.168  0.002  0.000  0.000  0.000  0.002  0.536
   0.66908     -2.671653  0.010  0.170  0.184  0.170  0.002  0.000  0.002  0.000  0.002  0.538
   0.62726     -2.633654  0.016  0.172  0.176  0.172  0.002  0.000  0.002  0.000  0.002  0.540
   0.58545     -2.587570  0.022  0.174  0.168  0.174  0.002  0.000  0.002  0.000  0.002  0.544
   0.54363     -2.534757  0.028  0.176  0.160  0.176  0.002  0.000  0.002  0.000  0.002  0.546
   0.50181     -2.476604  0.032  0.178  0.152  0.178  0.002  0.002  0.002  0.002  0.002  0.548
   0.45999     -2.413962  0.038  0.180  0.144  0.180  0.002  0.002  0.002  0.002  0.002  0.550
   0.41818     -2.347574  0.042  0.182  0.136  0.182  0.002  0.002  0.002  0.002  0.002  0.552
   0.37636     -2.277959  0.044  0.184  0.130  0.184  0.004  0.002  0.002  0.002  0.004  0.554
   0.33454     -2.205525  0.046  0.186  0.124  0.186  0.004  0.002  0.002  0.002  0.004  0.554
   0.29272     -2.130597  0.048  0.188  0.118  0.188  0.004  0.002  0.002  0.002  0.004  0.554
   0.25091     -2.053600  0.048  0.190  0.112  0.190  0.004  0.002  0.002  0.002  0.004  0.554
   0.20909     -1.975063  0.046  0.192  0.106  0.192  0.006  0.002  0.002  0.002  0.006  0.554
   0.16727     -1.896153  0.044  0.196  0.100  0.196  0.006  0.004  0.002  0.004  0.006  0.556
   0.12545     -1.818970  0.040  0.202  0.092  0.202  0.006  0.004  0.002  0.004  0.006  0.556
   0.08364     -1.747705  0.032  0.212  0.080  0.212  0.006  0.004  0.002  0.004  0.006  0.558
   0.04182     -1.692097  0.022  0.226  0.066  0.226  0.008  0.004  0.000  0.004  0.008  0.562
   0.00000     -1.669589  0.016  0.234  0.058  0.234  0.008  0.004  0.000  0.004  0.008  0.564
 
# Band-Index   27
   0.00000     -1.292159  0.148  0.054  0.236  0.054  0.002  0.000  0.010  0.000  0.002  0.510
   0.04182     -1.269160  0.142  0.062  0.230  0.062  0.002  0.002  0.010  0.002  0.002  0.512
   0.08364     -1.212311  0.132  0.074  0.218  0.074  0.002  0.002  0.010  0.002  0.002  0.516
   0.12545     -1.139848  0.124  0.082  0.210  0.082  0.002  0.002  0.010  0.002  0.002  0.518
   0.16727     -1.062655  0.118  0.086  0.208  0.086  0.002  0.002  0.010  0.002  0.002  0.518
   0.20909     -0.986799  0.114  0.088  0.210  0.088  0.002  0.002  0.010  0.002  0.002  0.518
   0.25091     -0.916244  0.108  0.088  0.216  0.088  0.002  0.002  0.010  0.002  0.002  0.518
   0.29272     -0.853754  0.104  0.086  0.222  0.086  0.002  0.002  0.010  0.002  0.002  0.518
   0.33454     -0.801296  0.098  0.086  0.230  0.086  0.002  0.002  0.010  0.002  0.002  0.520
   0.37636     -0.759808  0.090  0.086  0.242  0.086  0.002  0.002  0.010  0.002  0.002  0.522
   0.41818     -0.729316  0.080  0.088  0.252  0.088  0.002  0.002  0.010  0.002  0.002  0.524
   0.45999     -0.709042  0.068  0.090  0.264  0.090  0.002  0.002  0.010  0.002  0.002  0.526
   0.50181     -0.697599  0.058  0.092  0.276  0.092  0.002  0.000  0.008  0.000  0.002  0.530
   0.54363     -0.693301  0.044  0.096  0.286  0.096  0.002  0.000  0.006  0.000  0.002  0.534
   0.58545     -0.694347  0.034  0.098  0.296  0.098  0.002  0.000  0.006  0.000  0.002  0.536
   0.62726     -0.698608  0.022  0.102  0.306  0.102  0.002  0.000  0.004  0.000  0.002  0.538
   0.66908     -0.704249  0.014  0.104  0.312  0.104  0.000  0.000  0.004  0.000  0.000  0.540
   0.71090     -0.709577  0.006  0.106  0.316  0.106  0.000  0.000  0.002  0.000  0.000  0.540
   0.75272     -0.713370  0.002  0.108  0.320  0.108  0.000  0.000  0.002  0.000  0.000  0.540
   0.79454     -0.714812  0.000  0.108  0.320  0.108  0.000  0.000  0.002  0.000  0.000  0.542
   0.79454     -0.714812  0.000  0.108  0.320  0.108  0.000  0.000  0.002  0.000  0.000  0.542
   0.84494     -0.715252  0.001  0.094  0.317  0.124  0.000  0.000  0.002  0.000  0.001  0.541
   0.89535     -0.735794  0.002  0.073  0.279  0.181  0.002  0.000  0.002  0.000  0.001  0.541
   0.94576     -0.806317  0.002  0.079  0.215  0.237  0.002  0.000  0.002  0.001  0.001  0.539
   0.99617     -0.921705  0.002  0.089  0.174  0.262  0.002  0.000  0.002  0.002  0.002  0.534
   1.04658     -1.067495  0.002  0.095  0.147  0.272  0.002  0.000  0.002  0.002  0.002  0.526
   1.09699     -1.236094  0.003  0.101  0.129  0.275  0.003  0.001  0.002  0.002  0.002  0.518
   1.14740     -1.426954  0.007  0.110  0.112  0.270  0.003  0.002  0.002  0.002  0.002  0.510
   1.19781     -1.649666  0.014  0.128  0.097  0.249  0.002  0.003  0.002  0.002  0.004  0.501
   1.24822     -1.924635  0.024  0.156  0.090  0.206  0.002  0.005  0.002  0.001  0.004  0.490
   1.29863     -2.257248  0.035  0.176  0.093  0.161  0.001  0.007  0.000  0.001  0.004  0.478
   1.34904     -2.611966  0.038  0.174  0.102  0.144  0.001  0.007  0.000  0.000  0.004  0.469
   1.39945     -2.938566  0.033  0.152  0.113  0.159  0.001  0.005  0.000  0.000  0.002  0.465
   1.44986     -3.192768  0.022  0.119  0.129  0.192  0.000  0.003  0.000  0.001  0.000  0.467
   1.50027     -3.363543  0.012  0.097  0.145  0.211  0.000  0.002  0.000  0.001  0.000  0.469
   1.55068     -3.476321  0.007  0.089  0.153  0.216  0.000  0.001  0.000  0.000  0.000  0.470
   1.60108     -3.553486  0.004  0.087  0.158  0.216  0.000  0.000  0.000  0.000  0.000  0.468
   1.65149     -3.605022  0.003  0.086  0.161  0.214  0.000  0.000  0.000  0.000  0.000  0.467
   1.70190     -3.634956  0.003  0.086  0.163  0.214  0.000  0.000  0.000  0.000  0.000  0.466
   1.75231     -3.644803  0.002  0.086  0.162  0.214  0.000  0.000  0.000  0.000  0.000  0.466
   1.75231     -3.644803  0.002  0.086  0.162  0.214  0.000  0.000  0.000  0.000  0.000  0.466
   1.79656     -3.636019  0.003  0.085  0.163  0.213  0.000  0.000  0.000  0.000  0.000  0.466
   1.84082     -3.609761  0.005  0.086  0.163  0.211  0.000  0.000  0.000  0.000  0.000  0.467
   1.88507     -3.566407  0.007  0.086  0.163  0.208  0.000  0.002  0.000  0.001  0.000  0.468
   1.92932     -3.506510  0.011  0.085  0.164  0.205  0.000  0.002  0.000  0.002  0.000  0.469
   1.97357     -3.430746  0.015  0.086  0.165  0.201  0.000  0.002  0.000  0.002  0.000  0.471
   2.01782     -3.339884  0.021  0.085  0.165  0.195  0.000  0.002  0.000  0.002  0.000  0.472
   2.06207     -3.234711  0.025  0.087  0.166  0.191  0.002  0.003  0.000  0.002  0.000  0.475
   2.10632     -3.115991  0.030  0.087  0.168  0.185  0.002  0.003  0.002  0.002  0.000  0.477
   2.15058     -2.984517  0.034  0.088  0.169  0.179  0.002  0.004  0.002  0.002  0.000  0.479
   2.19483     -2.841097  0.038  0.091  0.171  0.172  0.002  0.005  0.002  0.003  0.000  0.482
   2.23908     -2.686722  0.041  0.094  0.173  0.165  0.002  0.005  0.002  0.004  0.000  0.485
   2.28333     -2.522735  0.043  0.100  0.175  0.157  0.002  0.005  0.002  0.004  0.000  0.488
   2.32758     -2.351409  0.045  0.108  0.179  0.147  0.002  0.005  0.002  0.004  0.001  0.493
