#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS:  80  48
# Band-Index    1
   1.84082    -21.308454  0.000  0.000  0.000  0.000  0.195  0.222  0.400  0.070  0.098  0.985
   1.79656    -21.308646  0.000  0.000  0.000  0.000  0.192  0.225  0.406  0.071  0.093  0.985
   1.75231    -21.308680  0.000  0.000  0.000  0.000  0.192  0.226  0.406  0.070  0.092  0.986
   1.75231    -21.308680  0.000  0.000  0.000  0.000  0.192  0.226  0.406  0.070  0.092  0.986
   1.70190    -21.308875  0.000  0.000  0.000  0.000  0.191  0.229  0.407  0.070  0.089  0.985
   1.65149    -21.309445  0.000  0.000  0.000  0.000  0.191  0.239  0.404  0.069  0.082  0.986
   1.60108    -21.310275  0.000  0.000  0.000  0.000  0.188  0.257  0.396  0.070  0.074  0.985
   1.55068    -21.311002  0.000  0.000  0.000  0.000  0.182  0.281  0.376  0.075  0.072  0.986
   1.50027    -21.312061  0.000  0.000  0.000  0.000  0.174  0.304  0.342  0.085  0.081  0.986
   1.44986    -21.313562  0.000  0.000  0.000  0.000  0.163  0.319  0.302  0.101  0.102  0.985
   1.39945    -21.316170  0.000  0.000  0.000  0.000  0.154  0.323  0.266  0.117  0.124  0.986
   1.34904    -21.320229  0.000  0.000  0.000  0.000  0.147  0.322  0.240  0.132  0.143  0.985
   1.29863    -21.325622  0.000  0.000  0.000  0.000  0.143  0.318  0.221  0.147  0.156  0.986
   1.24822    -21.331731  0.000  0.000  0.000  0.000  0.140  0.309  0.209  0.160  0.166  0.985
   1.19781    -21.338316  0.000  0.000  0.000  0.000  0.139  0.301  0.200  0.174  0.172  0.985
   1.14740    -21.345000  0.000  0.000  0.000  0.000  0.138  0.292  0.193  0.186  0.175  0.985
   1.09699    -21.351642  0.000  0.000  0.000  0.000  0.139  0.282  0.187  0.199  0.176  0.984
   1.04658    -21.357887  0.000  0.000  0.000  0.000  0.141  0.275  0.180  0.212  0.176  0.984
   0.99617    -21.363788  0.000  0.000  0.000  0.000  0.144  0.269  0.173  0.224  0.174  0.984
   0.94576    -21.369008  0.000  0.000  0.000  0.000  0.147  0.265  0.163  0.239  0.169  0.984
   0.89535    -21.373544  0.000  0.000  0.000  0.000  0.148  0.267  0.150  0.256  0.164  0.984
   0.84494    -21.377408  0.000  0.000  0.000  0.000  0.144  0.284  0.122  0.282  0.152  0.984
   0.79454    -21.380154  0.000  0.000  0.000  0.000  0.104  0.388  0.000  0.388  0.104  0.984
   0.79454    -21.380154  0.000  0.000  0.000  0.000  0.104  0.388  0.000  0.388  0.104  0.984
   0.75272    -21.379578  0.000  0.000  0.000  0.000  0.105  0.388  0.000  0.388  0.105  0.985
   0.71090    -21.378801  0.000  0.000  0.000  0.000  0.105  0.388  0.000  0.388  0.105  0.985
   0.66908    -21.377770  0.000  0.000  0.000  0.000  0.105  0.388  0.000  0.388  0.105  0.985
   0.62726    -21.376007  0.000  0.000  0.000  0.000  0.104  0.388  0.000  0.388  0.104  0.985
   0.58545    -21.373748  0.000  0.000  0.000  0.000  0.104  0.389  0.000  0.389  0.104  0.985
   0.54363    -21.370861  0.000  0.000  0.000  0.000  0.104  0.389  0.000  0.389  0.104  0.985
   0.50181    -21.368054  0.000  0.000  0.000  0.000  0.104  0.389  0.000  0.389  0.104  0.985
   0.45999    -21.364697  0.000  0.000  0.000  0.000  0.103  0.389  0.000  0.389  0.103  0.986
   0.41818    -21.360928  0.000  0.000  0.000  0.000  0.103  0.389  0.000  0.389  0.103  0.985
   0.37636    -21.356879  0.000  0.000  0.000  0.000  0.103  0.390  0.000  0.390  0.103  0.985
   0.33454    -21.352711  0.000  0.000  0.000  0.000  0.103  0.390  0.000  0.390  0.103  0.986
   0.29272    -21.348421  0.000  0.000  0.000  0.000  0.102  0.391  0.000  0.391  0.102  0.986
   0.25091    -21.344169  0.000  0.000  0.000  0.000  0.101  0.391  0.000  0.391  0.101  0.987
   0.20909    -21.339982  0.000  0.000  0.000  0.000  0.101  0.391  0.000  0.391  0.101  0.986
   0.16727    -21.336198  0.000  0.000  0.000  0.000  0.101  0.392  0.000  0.392  0.101  0.986
   0.12545    -21.332945  0.000  0.000  0.000  0.000  0.101  0.393  0.000  0.393  0.101  0.986
   0.08364    -21.330399  0.000  0.000  0.000  0.000  0.101  0.393  0.000  0.393  0.101  0.987
   0.04182    -21.328780  0.000  0.000  0.000  0.000  0.101  0.393  0.000  0.393  0.101  0.987
   0.00000    -21.328210  0.000  0.000  0.000  0.000  0.100  0.392  0.000  0.392  0.100  0.986
 
# Band-Index   15
   0.00000    -21.225552  0.000  0.000  0.000  0.000  0.096  0.398  0.000  0.398  0.096  0.988
   0.04182    -21.224949  0.000  0.000  0.000  0.000  0.097  0.397  0.000  0.397  0.097  0.988
   0.08364    -21.223135  0.000  0.000  0.000  0.000  0.097  0.397  0.000  0.397  0.097  0.988
   0.12545    -21.220286  0.000  0.000  0.000  0.000  0.096  0.397  0.000  0.397  0.096  0.988
   0.16727    -21.216395  0.000  0.000  0.000  0.000  0.096  0.397  0.000  0.397  0.096  0.989
   0.20909    -21.211891  0.000  0.000  0.000  0.000  0.096  0.399  0.000  0.399  0.096  0.988
   0.25091    -21.207337  0.000  0.000  0.000  0.000  0.096  0.399  0.000  0.399  0.096  0.989
   0.29272    -21.202380  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.989
   0.33454    -21.197472  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.990
   0.37636    -21.192603  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.990
   0.41818    -21.187896  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.990
   0.45999    -21.183407  0.000  0.000  0.000  0.000  0.095  0.400  0.000  0.400  0.095  0.991
   0.50181    -21.179105  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.54363    -21.175296  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.58545    -21.172368  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.62726    -21.169647  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.66908    -21.167955  0.000  0.000  0.000  0.000  0.210  0.116  0.340  0.116  0.210  0.992
   0.71090    -21.166645  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.75272    -21.165967  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.79454    -21.166030  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.79454    -21.166030  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.84494    -21.168758  0.000  0.000  0.000  0.000  0.155  0.240  0.203  0.226  0.168  0.993
   0.89535    -21.173120  0.000  0.000  0.000  0.000  0.138  0.277  0.182  0.226  0.169  0.991
   0.94576    -21.178534  0.000  0.000  0.000  0.000  0.126  0.308  0.172  0.210  0.175  0.991
   0.99617    -21.185079  0.000  0.000  0.000  0.000  0.117  0.339  0.164  0.190  0.181  0.991
   1.04658    -21.192602  0.000  0.000  0.000  0.000  0.111  0.367  0.156  0.169  0.187  0.990
   1.09699    -21.201083  0.000  0.000  0.000  0.000  0.108  0.389  0.152  0.148  0.192  0.989
   1.14740    -21.210194  0.000  0.000  0.000  0.000  0.109  0.405  0.149  0.132  0.195  0.990
   1.19781    -21.219671  0.000  0.000  0.000  0.000  0.112  0.415  0.149  0.116  0.196  0.988
   1.24822    -21.229022  0.000  0.000  0.000  0.000  0.116  0.420  0.151  0.105  0.195  0.988
   1.29863    -21.237887  0.000  0.000  0.000  0.000  0.121  0.423  0.153  0.096  0.194  0.988
   1.34904    -21.245356  0.000  0.000  0.000  0.000  0.129  0.422  0.155  0.089  0.192  0.988
   1.39945    -21.251210  0.000  0.000  0.000  0.000  0.138  0.417  0.157  0.085  0.192  0.988
   1.44986    -21.254966  0.000  0.000  0.000  0.000  0.148  0.408  0.156  0.082  0.192  0.987
   1.50027    -21.256435  0.001  0.000  0.000  0.000  0.159  0.396  0.156  0.082  0.194  0.987
   1.55068    -21.256085  0.002  0.000  0.000  0.000  0.170  0.383  0.156  0.082  0.194  0.988
   1.60108    -21.255174  0.002  0.000  0.000  0.000  0.181  0.369  0.160  0.082  0.194  0.987
   1.65149    -21.254153  0.002  0.000  0.000  0.000  0.189  0.358  0.162  0.082  0.196  0.988
   1.70190    -21.253226  0.002  0.000  0.000  0.000  0.195  0.349  0.165  0.083  0.195  0.987
   1.75231    -21.252960  0.002  0.000  0.000  0.000  0.198  0.346  0.166  0.082  0.196  0.988
   1.75231    -21.252960  0.002  0.000  0.000  0.000  0.198  0.346  0.166  0.082  0.196  0.988
   1.79656    -21.252902  0.002  0.000  0.000  0.000  0.198  0.344  0.166  0.084  0.195  0.987
   1.84082    -21.252701  0.002  0.000  0.000  0.000  0.199  0.339  0.169  0.086  0.193  0.988
   1.88507    -21.252396  0.002  0.000  0.000  0.000  0.200  0.332  0.176  0.091  0.189  0.988
   1.92932    -21.252082  0.002  0.000  0.000  0.000  0.202  0.322  0.184  0.096  0.183  0.988
   1.97357    -21.251758  0.002  0.000  0.000  0.000  0.203  0.307  0.195  0.104  0.177  0.988
   2.01782    -21.251637  0.000  0.000  0.000  0.000  0.206  0.290  0.209  0.115  0.169  0.988
   2.06207    -21.251617  0.000  0.000  0.000  0.000  0.208  0.267  0.224  0.127  0.162  0.988
   2.10632    -21.251815  0.000  0.000  0.000  0.000  0.208  0.242  0.241  0.141  0.155  0.988
   2.15058    -21.252439  0.000  0.000  0.000  0.000  0.207  0.215  0.258  0.158  0.150  0.988
   2.19483    -21.253496  0.000  0.000  0.000  0.000  0.203  0.189  0.276  0.175  0.146  0.988
   2.23908    -21.255114  0.000  0.000  0.000  0.000  0.195  0.165  0.293  0.191  0.143  0.989
   2.28333    -21.257259  0.000  0.000  0.000  0.000  0.186  0.146  0.307  0.206  0.142  0.988
   2.32758    -21.259804  0.000  0.000  0.000  0.000  0.174  0.132  0.318  0.220  0.143  0.988
   2.37183    -21.262753  0.000  0.000  0.000  0.000  0.163  0.122  0.326  0.233  0.145  0.988
   2.41609    -21.265887  0.000  0.000  0.000  0.000  0.152  0.116  0.330  0.240  0.150  0.987
   2.46034    -21.269187  0.000  0.000  0.000  0.000  0.145  0.113  0.329  0.244  0.157  0.987
   2.50459    -21.272487  0.000  0.000  0.000  0.000  0.142  0.114  0.319  0.242  0.170  0.987
   2.54884    -21.275650  0.000  0.000  0.000  0.000  0.148  0.119  0.295  0.235  0.190  0.987
   2.59309    -21.277787  0.000  0.000  0.000  0.000  0.176  0.124  0.234  0.228  0.226  0.986
   2.59309    -21.277787  0.000  0.000  0.000  0.000  0.176  0.124  0.234  0.228  0.226  0.986
   2.63734    -21.275475  0.000  0.000  0.000  0.000  0.144  0.119  0.275  0.246  0.201  0.987
   2.68159    -21.271337  0.000  0.000  0.000  0.000  0.131  0.126  0.275  0.268  0.186  0.987
   2.72585    -21.266173  0.000  0.000  0.000  0.000  0.128  0.143  0.260  0.283  0.173  0.987
   2.77010    -21.260027  0.000  0.000  0.000  0.000  0.129  0.163  0.241  0.292  0.162  0.988
   2.81435    -21.253247  0.000  0.000  0.000  0.000  0.132  0.183  0.225  0.295  0.154  0.988
   2.85860    -21.246029  0.000  0.000  0.000  0.000  0.134  0.200  0.211  0.296  0.148  0.988
   2.90285    -21.238487  0.000  0.000  0.000  0.000  0.136  0.214  0.201  0.294  0.143  0.988
   2.94710    -21.230902  0.000  0.000  0.000  0.000  0.138  0.224  0.193  0.292  0.142  0.989
   2.99135    -21.223278  0.000  0.000  0.000  0.000  0.140  0.233  0.188  0.289  0.140  0.990
   3.03561    -21.215774  0.000  0.000  0.000  0.000  0.141  0.240  0.183  0.286  0.141  0.990
   3.07986    -21.208426  0.000  0.000  0.000  0.000  0.142  0.245  0.180  0.282  0.141  0.990
   3.12411    -21.201376  0.000  0.000  0.000  0.000  0.143  0.249  0.178  0.278  0.143  0.991
   3.16836    -21.194634  0.000  0.000  0.000  0.000  0.145  0.251  0.178  0.273  0.144  0.990
   3.21261    -21.188362  0.000  0.000  0.000  0.000  0.146  0.252  0.178  0.268  0.147  0.991
   3.25686    -21.182604  0.000  0.000  0.000  0.000  0.148  0.252  0.179  0.263  0.149  0.992
   3.30112    -21.177298  0.000  0.000  0.000  0.000  0.150  0.250  0.182  0.257  0.152  0.992
   3.34537    -21.172676  0.000  0.000  0.000  0.000  0.154  0.245  0.187  0.249  0.156  0.992
   3.38962    -21.168723  0.000  0.000  0.000  0.000  0.161  0.232  0.203  0.233  0.162  0.993
   3.43387    -21.166030  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
 
# Band-Index   16
   3.43387    -21.166030  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   3.38962    -21.168723  0.000  0.000  0.000  0.000  0.161  0.232  0.203  0.233  0.162  0.993
   3.34537    -21.172675  0.000  0.000  0.000  0.000  0.154  0.245  0.187  0.249  0.156  0.992
   3.30112    -21.177298  0.000  0.000  0.000  0.000  0.150  0.250  0.182  0.257  0.152  0.992
   3.25686    -21.182604  0.000  0.000  0.000  0.000  0.148  0.252  0.179  0.263  0.149  0.992
   3.21261    -21.188362  0.000  0.000  0.000  0.000  0.146  0.252  0.178  0.268  0.147  0.991
   3.16836    -21.194634  0.000  0.000  0.000  0.000  0.145  0.251  0.178  0.273  0.144  0.990
   3.12411    -21.201376  0.000  0.000  0.000  0.000  0.143  0.249  0.178  0.278  0.143  0.991
   3.07986    -21.208426  0.000  0.000  0.000  0.000  0.142  0.245  0.180  0.282  0.141  0.990
   3.03561    -21.215774  0.000  0.000  0.000  0.000  0.141  0.240  0.183  0.286  0.141  0.990
   2.99135    -21.223278  0.000  0.000  0.000  0.000  0.140  0.233  0.188  0.289  0.140  0.990
   2.94710    -21.230902  0.000  0.000  0.000  0.000  0.138  0.224  0.193  0.292  0.142  0.989
   2.90285    -21.238487  0.000  0.000  0.000  0.000  0.136  0.214  0.201  0.294  0.143  0.988
   2.85860    -21.246029  0.000  0.000  0.000  0.000  0.134  0.200  0.211  0.296  0.148  0.988
   2.81435    -21.253247  0.000  0.000  0.000  0.000  0.132  0.183  0.225  0.295  0.154  0.988
   2.77010    -21.260027  0.000  0.000  0.000  0.000  0.129  0.163  0.241  0.292  0.162  0.988
   2.72585    -21.266173  0.000  0.000  0.000  0.000  0.128  0.143  0.260  0.283  0.173  0.987
   2.68159    -21.271337  0.000  0.000  0.000  0.000  0.131  0.126  0.275  0.268  0.186  0.987
   2.63734    -21.275475  0.000  0.000  0.000  0.000  0.144  0.119  0.275  0.246  0.201  0.987
   2.59309    -21.277787  0.000  0.000  0.000  0.000  0.176  0.124  0.234  0.228  0.226  0.986
   2.59309    -21.277787  0.000  0.000  0.000  0.000  0.176  0.124  0.234  0.228  0.226  0.986
   2.54884    -21.275650  0.000  0.000  0.000  0.000  0.148  0.119  0.295  0.235  0.190  0.987
   2.50459    -21.272487  0.000  0.000  0.000  0.000  0.142  0.114  0.319  0.242  0.170  0.987
   2.46034    -21.269187  0.000  0.000  0.000  0.000  0.145  0.113  0.329  0.244  0.157  0.987
   2.41609    -21.265887  0.000  0.000  0.000  0.000  0.152  0.116  0.330  0.240  0.150  0.987
   2.37183    -21.262753  0.000  0.000  0.000  0.000  0.163  0.122  0.326  0.233  0.145  0.988
   2.32758    -21.259804  0.000  0.000  0.000  0.000  0.174  0.132  0.318  0.220  0.143  0.988
   2.28333    -21.257259  0.000  0.000  0.000  0.000  0.186  0.146  0.307  0.206  0.142  0.988
   2.23908    -21.255114  0.000  0.000  0.000  0.000  0.195  0.165  0.293  0.191  0.143  0.989
   2.19483    -21.253496  0.000  0.000  0.000  0.000  0.203  0.189  0.276  0.175  0.146  0.988
   2.15058    -21.252439  0.000  0.000  0.000  0.000  0.207  0.215  0.258  0.158  0.150  0.988
   2.10632    -21.251815  0.000  0.000  0.000  0.000  0.208  0.242  0.241  0.141  0.155  0.988
   2.06207    -21.251617  0.000  0.000  0.000  0.000  0.208  0.267  0.224  0.127  0.162  0.988
   2.01782    -21.251637  0.000  0.000  0.000  0.000  0.206  0.290  0.209  0.115  0.169  0.988
   1.97357    -21.251758  0.002  0.000  0.000  0.000  0.203  0.307  0.195  0.104  0.177  0.988
   1.92932    -21.252082  0.002  0.000  0.000  0.000  0.202  0.322  0.184  0.096  0.183  0.988
   1.88507    -21.252396  0.002  0.000  0.000  0.000  0.200  0.332  0.176  0.091  0.189  0.988
   1.84082    -21.252701  0.002  0.000  0.000  0.000  0.199  0.339  0.169  0.086  0.193  0.988
   1.79656    -21.252902  0.002  0.000  0.000  0.000  0.198  0.344  0.166  0.084  0.195  0.987
   1.75231    -21.252960  0.002  0.000  0.000  0.000  0.198  0.346  0.166  0.082  0.196  0.988
   1.75231    -21.252960  0.002  0.000  0.000  0.000  0.198  0.346  0.166  0.082  0.196  0.988
   1.70190    -21.253226  0.002  0.000  0.000  0.000  0.195  0.349  0.165  0.083  0.195  0.987
   1.65149    -21.254153  0.002  0.000  0.000  0.000  0.189  0.358  0.162  0.082  0.196  0.988
   1.60108    -21.255174  0.002  0.000  0.000  0.000  0.181  0.369  0.160  0.082  0.194  0.987
   1.55068    -21.256085  0.002  0.000  0.000  0.000  0.170  0.383  0.156  0.082  0.194  0.988
   1.50027    -21.256435  0.001  0.000  0.000  0.000  0.159  0.396  0.156  0.082  0.194  0.987
   1.44986    -21.254966  0.000  0.000  0.000  0.000  0.148  0.408  0.156  0.082  0.192  0.987
   1.39945    -21.251210  0.000  0.000  0.000  0.000  0.138  0.417  0.157  0.085  0.192  0.988
   1.34904    -21.245356  0.000  0.000  0.000  0.000  0.129  0.422  0.155  0.089  0.192  0.988
   1.29863    -21.237887  0.000  0.000  0.000  0.000  0.121  0.423  0.153  0.096  0.194  0.988
   1.24822    -21.229022  0.000  0.000  0.000  0.000  0.116  0.420  0.151  0.105  0.195  0.988
   1.19781    -21.219671  0.000  0.000  0.000  0.000  0.112  0.415  0.149  0.116  0.196  0.988
   1.14740    -21.210194  0.000  0.000  0.000  0.000  0.109  0.405  0.149  0.132  0.195  0.990
   1.09699    -21.201083  0.000  0.000  0.000  0.000  0.108  0.389  0.152  0.148  0.192  0.989
   1.04658    -21.192602  0.000  0.000  0.000  0.000  0.111  0.367  0.156  0.169  0.187  0.990
   0.99617    -21.185079  0.000  0.000  0.000  0.000  0.117  0.339  0.164  0.190  0.181  0.991
   0.94576    -21.178534  0.000  0.000  0.000  0.000  0.126  0.308  0.172  0.210  0.175  0.991
   0.89535    -21.173120  0.000  0.000  0.000  0.000  0.138  0.277  0.182  0.226  0.169  0.991
   0.84494    -21.168758  0.000  0.000  0.000  0.000  0.155  0.240  0.203  0.226  0.168  0.993
   0.79454    -21.166030  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.79454    -21.166030  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.75272    -21.165967  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.71090    -21.166645  0.000  0.000  0.000  0.000  0.210  0.116  0.342  0.116  0.210  0.992
   0.66908    -21.167955  0.000  0.000  0.000  0.000  0.210  0.116  0.340  0.116  0.210  0.992
   0.62726    -21.169647  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.58545    -21.172368  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.54363    -21.175296  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.50181    -21.179105  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.45999    -21.183406  0.000  0.000  0.000  0.000  0.095  0.400  0.000  0.400  0.095  0.991
   0.41818    -21.187895  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.990
   0.37636    -21.192603  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.990
   0.33454    -21.197471  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.990
   0.29272    -21.202379  0.000  0.000  0.000  0.000  0.095  0.399  0.000  0.399  0.095  0.989
   0.25091    -21.207337  0.000  0.000  0.000  0.000  0.096  0.399  0.000  0.399  0.096  0.989
   0.20909    -21.211891  0.000  0.000  0.000  0.000  0.096  0.399  0.000  0.399  0.096  0.988
   0.16727    -21.216395  0.000  0.000  0.000  0.000  0.096  0.397  0.000  0.397  0.096  0.989
   0.12545    -21.220286  0.000  0.000  0.000  0.000  0.096  0.397  0.000  0.397  0.096  0.988
   0.08364    -21.223135  0.000  0.000  0.000  0.000  0.097  0.397  0.000  0.397  0.097  0.988
   0.04182    -21.224949  0.000  0.000  0.000  0.000  0.097  0.397  0.000  0.397  0.097  0.988
   0.00000    -21.225552  0.000  0.000  0.000  0.000  0.096  0.398  0.000  0.398  0.096  0.988
 
# Band-Index   17
   0.00000    -21.207387  0.000  0.000  0.000  0.000  0.276  0.096  0.244  0.096  0.276  0.988
   0.04182    -21.207145  0.000  0.000  0.000  0.000  0.272  0.098  0.248  0.098  0.272  0.988
   0.08364    -21.206203  0.000  0.000  0.000  0.000  0.266  0.100  0.258  0.100  0.266  0.988
   0.12545    -21.204628  0.000  0.000  0.000  0.000  0.256  0.102  0.270  0.102  0.256  0.988
   0.16727    -21.202362  0.000  0.000  0.000  0.000  0.248  0.106  0.282  0.106  0.248  0.988
   0.20909    -21.199630  0.000  0.000  0.000  0.000  0.240  0.108  0.292  0.108  0.240  0.990
   0.25091    -21.196588  0.000  0.000  0.000  0.000  0.234  0.110  0.300  0.110  0.234  0.990
   0.29272    -21.193233  0.000  0.000  0.000  0.000  0.230  0.112  0.308  0.112  0.230  0.990
   0.33454    -21.189715  0.000  0.000  0.000  0.000  0.224  0.114  0.314  0.114  0.224  0.990
   0.37636    -21.186130  0.000  0.000  0.000  0.000  0.220  0.114  0.320  0.114  0.220  0.990
   0.41818    -21.182743  0.000  0.000  0.000  0.000  0.218  0.114  0.326  0.114  0.218  0.992
   0.45999    -21.179516  0.000  0.000  0.000  0.000  0.214  0.116  0.332  0.116  0.214  0.992
   0.50181    -21.176495  0.000  0.000  0.000  0.000  0.212  0.116  0.334  0.116  0.212  0.992
   0.54363    -21.173651  0.000  0.000  0.000  0.000  0.212  0.116  0.338  0.116  0.212  0.992
   0.58545    -21.171418  0.000  0.000  0.000  0.000  0.212  0.116  0.338  0.116  0.212  0.992
   0.62726    -21.169493  0.000  0.000  0.000  0.000  0.210  0.116  0.340  0.116  0.210  0.992
   0.66908    -21.167469  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.71090    -21.165783  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.992
   0.75272    -21.164779  0.000  0.000  0.000  0.000  0.095  0.401  0.000  0.401  0.095  0.991
   0.79454    -21.164796  0.000  0.000  0.000  0.000  0.094  0.400  0.000  0.400  0.094  0.992
   0.79454    -21.164796  0.000  0.000  0.000  0.000  0.094  0.400  0.000  0.400  0.094  0.992
   0.84494    -21.162633  0.000  0.000  0.000  0.000  0.146  0.297  0.140  0.267  0.141  0.992
   0.89535    -21.161405  0.000  0.000  0.000  0.000  0.154  0.322  0.176  0.164  0.175  0.992
   0.94576    -21.162650  0.000  0.000  0.000  0.000  0.182  0.292  0.226  0.059  0.232  0.992
   0.99617    -21.165964  0.000  0.000  0.000  0.000  0.204  0.231  0.255  0.050  0.251  0.992
   1.04658    -21.170188  0.000  0.000  0.000  0.000  0.211  0.190  0.272  0.063  0.254  0.991
   1.09699    -21.175004  0.000  0.000  0.000  0.000  0.210  0.164  0.285  0.076  0.256  0.992
   1.14740    -21.180059  0.000  0.000  0.000  0.000  0.207  0.147  0.294  0.087  0.256  0.991
   1.19781    -21.185283  0.000  0.000  0.000  0.000  0.199  0.137  0.301  0.095  0.257  0.991
   1.24822    -21.190519  0.000  0.000  0.000  0.000  0.191  0.133  0.306  0.101  0.260  0.991
   1.29863    -21.195606  0.000  0.000  0.000  0.000  0.182  0.132  0.310  0.105  0.263  0.991
   1.34904    -21.200393  0.000  0.000  0.000  0.000  0.172  0.133  0.311  0.107  0.268  0.991
   1.39945    -21.204933  0.000  0.000  0.000  0.000  0.162  0.138  0.312  0.107  0.272  0.991
   1.44986    -21.208980  0.000  0.000  0.000  0.000  0.150  0.144  0.312  0.107  0.277  0.991
   1.50027    -21.212437  0.000  0.000  0.000  0.000  0.139  0.154  0.311  0.106  0.281  0.990
   1.55068    -21.215261  0.000  0.000  0.000  0.000  0.127  0.165  0.309  0.105  0.285  0.991
   1.60108    -21.217540  0.000  0.000  0.000  0.000  0.116  0.177  0.306  0.102  0.288  0.990
   1.65149    -21.219183  0.000  0.000  0.000  0.000  0.107  0.189  0.304  0.100  0.290  0.990
   1.70190    -21.220133  0.000  0.000  0.000  0.000  0.100  0.197  0.302  0.099  0.292  0.991
   1.75231    -21.220451  0.000  0.000  0.000  0.000  0.098  0.200  0.302  0.098  0.292  0.990
   1.75231    -21.220451  0.000  0.000  0.000  0.000  0.098  0.200  0.302  0.098  0.292  0.990
   1.79656    -21.220565  0.000  0.000  0.000  0.000  0.097  0.201  0.301  0.098  0.292  0.990
   1.84082    -21.220856  0.000  0.000  0.000  0.000  0.095  0.205  0.301  0.098  0.292  0.990
   1.88507    -21.221339  0.000  0.000  0.000  0.000  0.093  0.209  0.299  0.097  0.291  0.990
   1.92932    -21.221977  0.000  0.000  0.000  0.000  0.089  0.216  0.296  0.096  0.292  0.990
   1.97357    -21.222765  0.000  0.000  0.000  0.000  0.085  0.225  0.292  0.096  0.291  0.990
   2.01782    -21.223629  0.000  0.000  0.000  0.000  0.081  0.236  0.287  0.094  0.290  0.989
   2.06207    -21.224491  0.000  0.000  0.000  0.000  0.078  0.251  0.280  0.091  0.288  0.989
   2.10632    -21.225201  0.000  0.000  0.000  0.000  0.075  0.267  0.273  0.090  0.284  0.990
   2.15058    -21.225753  0.000  0.000  0.000  0.000  0.075  0.283  0.265  0.088  0.278  0.989
   2.19483    -21.226105  0.000  0.000  0.000  0.000  0.079  0.296  0.257  0.089  0.268  0.990
   2.23908    -21.226236  0.000  0.000  0.000  0.000  0.087  0.304  0.250  0.092  0.256  0.990
   2.28333    -21.226118  0.000  0.000  0.000  0.000  0.099  0.304  0.246  0.099  0.241  0.989
   2.32758    -21.225864  0.000  0.000  0.000  0.000  0.116  0.296  0.243  0.110  0.224  0.989
   2.37183    -21.225505  0.000  0.000  0.000  0.000  0.137  0.279  0.243  0.126  0.205  0.989
   2.41609    -21.225028  0.000  0.000  0.000  0.000  0.161  0.254  0.244  0.146  0.184  0.989
   2.46034    -21.224592  0.000  0.000  0.000  0.000  0.186  0.225  0.247  0.168  0.162  0.989
   2.50459    -21.224142  0.000  0.000  0.000  0.000  0.211  0.194  0.251  0.191  0.141  0.989
   2.54884    -21.223871  0.000  0.000  0.000  0.000  0.230  0.170  0.254  0.210  0.125  0.990
   2.59309    -21.223812  0.000  0.000  0.000  0.000  0.238  0.160  0.254  0.216  0.120  0.990
   2.59309    -21.223812  0.000  0.000  0.000  0.000  0.238  0.160  0.254  0.216  0.120  0.990
   2.63734    -21.223436  0.000  0.000  0.000  0.000  0.239  0.160  0.253  0.209  0.128  0.989
   2.68159    -21.222440  0.000  0.000  0.000  0.000  0.244  0.160  0.248  0.189  0.147  0.989
   2.72585    -21.220415  0.000  0.000  0.000  0.000  0.250  0.156  0.247  0.168  0.168  0.989
